age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
54,Male,Married,Graduate,136973,Private,34,Medium,Own,0,1,0,10688,3522,2633,5704,7638,0,0,478,301742,56351,Personal Loan,660513,29,50000,Not_Eligible
36,Male,Married,Post Graduate,70965,Private,30,Small,Own,0,6,2,6012,26884,5391,3839,11552,1,13183,302,149095,150468,Home Appliances,273659,23,15964,Not_Eligible
31,Male,Married,Graduate,159470,Private,40,Medium,Own,0,5,2,37,6220,8335,28804,7040,2,12716,673,375508,125030,Personal Loan,622740,48,49476,High_Risk
37,Female,Married,Graduate,166569,Private,27,Small,Own,0,3,3,10602,26495,9905,5635,2601,0,0,773,200322,12345,Personal Loan,279902,38,50000,Eligible
25,Female,Single,Graduate,155777,Private,27,Small,Own,0,4,0,16969,736,8192,20363,6467,0,0,788,318230,97222,Vehicle,1177655,68,50000,Eligible
28,Female,Single,Graduate,114813,Private,22,Medium,Family,0,6,2,11695,413,3727,16398,3819,2,6610,392,44696,38945,Education,152542,42,42907,Not_Eligible
28,Female,Married,Graduate,73511,Private,31,Medium,Own,0,3,3,7238,2792,8615,24659,10259,2,29222,722,164642,145752,Education,123283,17,500,Not_Eligible
52,Male,Single,Graduate,187031,Private,2,Large,Own,0,1,3,9647,16436,621,17305,2140,0,0,377,207022,89469,Vehicle,1296404,56,50000,Not_Eligible
51,Male,Married,High School,52973,Private,20,Small,Own,0,1,3,2803,7989,3598,21515,9131,2,23738,646,29809,71302,Vehicle,849893,52,500,Not_Eligible
50,Male,Married,Graduate,100934,Government,17,Small,Own,0,4,0,4732,17937,2394,27036,1948,1,9106,687,209642,13125,Home Appliances,291384,13,28184,High_Risk
41,Male,Married,Graduate,98919,Self-employed,37,Small,Family,0,6,0,8758,24599,5516,25226,14581,1,4039,384,235132,26169,Personal Loan,334202,36,20841,Not_Eligible
50,Male,Married,Graduate,152934,Private,2,Small,Own,0,5,2,11847,814,8971,22212,9601,1,14787,360,201920,152806,Education,430459,29,46743,Not_Eligible
30,Male,Single,Post Graduate,116161,Private,26,Small,Own,0,4,1,9724,15799,7847,6549,2083,2,5154,340,252135,172487,Personal Loan,739615,52,49907,Not_Eligible
57,Male,Single,Graduate,162910,Private,7,Medium,Own,0,2,0,19258,22179,9984,6743,14384,1,12326,690,398618,58226,Home Appliances,269784,20,50000,High_Risk
43,Male,Single,Professional,185032,Private,36,Medium,Own,0,3,0,12748,12735,1801,15915,8603,1,3929,638,385326,165610,Vehicle,730235,17,50000,Not_Eligible
58,Female,Married,Post Graduate,87266,Government,34,Medium,Rented,22415,1,0,459,27752,7646,20448,9100,2,24000,365,7050,110400,Personal Loan,126296,35,500,Not_Eligible
30,Female,Single,Professional,176843,Private,9,Small,Own,0,3,1,10491,19865,7382,20680,948,1,6919,575,320145,70200,E-commerce,152328,21,50000,Not_Eligible
42,Female,Single,Post Graduate,46391,Private,35,Small,Family,0,4,2,11656,1036,4836,24027,2816,2,8622,738,452041,90293,Vehicle,660064,53,500,Not_Eligible
50,Male,Single,High School,184471,Private,20,Medium,Own,0,6,0,870,16245,1426,4895,12119,0,0,431,435630,138071,Personal Loan,821989,27,50000,Not_Eligible
42,Male,Single,Graduate,47928,Private,39,Small,Rented,29127,6,0,7700,11519,1492,6856,7014,2,10948,633,161677,181822,Vehicle,305080,79,500,Not_Eligible
41,Male,Married,High School,172299,Private,29,Large,Own,0,5,1,17431,3945,9176,6198,9245,2,27230,461,391492,98481,Personal Loan,568750,19,50000,Not_Eligible
30,Male,Single,Post Graduate,87196,Private,1,Small,Own,0,1,3,7138,28513,3304,17150,14808,2,23544,443,400488,69322,Education,163394,20,7665,Not_Eligible
38,Female,Married,Graduate,193448,Self-employed,8,Medium,Rented,39607,5,3,9130,6678,6555,19752,6426,1,10390,516,182939,152195,E-commerce,48213,12,50000,Not_Eligible
33,Female,Single,Graduate,38901,Private,16,Large,Own,0,2,1,4423,2501,9483,5235,5713,1,9818,494,434572,105019,Vehicle,1234166,65,610,Not_Eligible
35,Male,Married,Post Graduate,101117,Private,8,Medium,Own,0,4,0,1539,6675,5186,26324,12034,0,0,573,316111,78026,Personal Loan,921202,52,26144,Not_Eligible
49,Male,Married,High School,181848,Private,5,Medium,Family,0,6,0,6364,24691,2494,10496,990,2,27242,413,375555,91955,Education,190092,8,50000,Not_Eligible
47,Male,Single,Graduate,23782,Private,40,Medium,Rented,16857,6,3,15457,17999,5105,20492,6825,2,9666,515,373644,107128,Vehicle,295366,69,500,Not_Eligible
46,Male,Married,Post Graduate,64028,Private,35,Small,Rented,32799,4,1,19664,24599,2680,23046,12822,0,0,642,390673,28044,Education,203138,36,500,Not_Eligible
38,Female,Married,High School,30459,Private,17,Medium,Own,0,2,0,13203,13849,2223,3013,3417,0,0,513,478441,11563,Home Appliances,148177,33,10999,Not_Eligible
59,Female,Married,Graduate,74435,Government,8,Large,Rented,17814,4,3,16618,3509,8205,26215,4560,2,11560,661,428710,132955,Vehicle,801547,77,500,Not_Eligible
28,Female,Single,Post Graduate,87201,Private,7,Large,Own,0,5,2,12989,11627,3786,29173,7087,2,15330,363,211176,34982,Education,162840,39,10069,Not_Eligible
37,Female,Single,High School,129495,Private,37,Medium,Own,0,4,1,13175,5993,7006,28842,1114,1,11480,375,281027,106326,Vehicle,824009,25,38607,Not_Eligible
29,Female,Married,Graduate,62672,Private,13,Small,Rented,15572,3,1,8538,16699,7408,5906,1062,0,0,776,324141,156353,Home Appliances,85515,15,14132,Eligible
37,Female,Single,Graduate,44356,Private,0,Medium,Own,0,3,0,1224,8083,5720,12994,3771,2,23468,554,428275,42996,Vehicle,299912,80,500,Not_Eligible
59,Female,Married,Graduate,46439,Private,16,Medium,Family,0,4,3,8210,29104,5639,8511,13468,1,2250,635,196332,76313,Personal Loan,252085,41,5098,Not_Eligible
38,Female,Married,High School,188605,Self-employed,18,Small,Own,0,1,3,17298,11316,2215,14622,3327,2,6508,707,156487,195660,Education,306920,29,50000,Eligible
57,Male,Married,Post Graduate,191343,Private,25,Small,Own,0,6,0,10727,9426,5528,29300,10965,2,25768,380,368914,7021,Personal Loan,646074,56,50000,Not_Eligible
42,Female,Married,Post Graduate,55960,Private,13,Small,Own,0,1,2,15240,29535,7640,23368,6391,1,14733,835,477085,151145,E-commerce,193900,22,500,Not_Eligible
50,Female,Married,High School,51152,Private,37,Medium,Rented,16525,6,0,1011,15606,2355,23589,11405,0,0,533,455997,33527,E-commerce,97335,19,500,Not_Eligible
41,Female,Single,Graduate,25026,Private,26,Small,Rented,42295,1,1,4025,5114,2704,13814,4953,2,27316,790,73978,181135,Education,133648,43,500,Not_Eligible
34,Female,Single,Graduate,192486,Private,40,Small,Own,0,4,2,5979,14411,7059,28225,13118,2,9348,529,459613,82320,Vehicle,357623,20,50000,Not_Eligible
52,Female,Married,Post Graduate,145638,Private,15,Small,Own,0,3,0,7187,7641,9828,27762,5562,2,29422,523,394594,1356,Home Appliances,252042,29,30755,Not_Eligible
59,Female,Married,Graduate,155755,Private,26,Large,Rented,7803,4,2,19758,21500,4224,24586,11874,1,14911,630,78543,143583,Home Appliances,58745,35,42844,High_Risk
34,Male,Single,High School,68756,Private,14,Small,Rented,40884,3,0,9238,17211,8369,24806,12472,2,19834,405,3273,29450,E-commerce,31207,4,500,Not_Eligible
53,Female,Married,High School,133575,Government,28,Small,Family,0,6,2,13244,21909,2236,20249,6478,2,7326,635,102048,72697,E-commerce,191598,7,49399,High_Risk
34,Female,Married,Professional,26064,Self-employed,30,Medium,Rented,21148,1,1,12889,28205,5912,4669,10004,0,0,841,464714,100466,Personal Loan,273045,50,500,Not_Eligible
50,Female,Married,Graduate,140064,Government,13,Small,Own,0,6,0,8379,21872,9466,9967,1779,0,0,655,377465,149037,Personal Loan,626827,37,50000,High_Risk
53,Male,Married,Post Graduate,122237,Self-employed,38,Large,Own,0,5,3,19327,10217,4695,23526,7446,0,0,338,287653,83787,Vehicle,1483032,18,43485,Not_Eligible
41,Female,Single,Graduate,76323,Government,35,Large,Own,0,5,1,4447,6045,5315,11153,5600,2,19876,684,315505,171612,E-commerce,185888,8,13380,Not_Eligible
51,Male,Single,Post Graduate,146437,Self-employed,36,Medium,Rented,49142,1,3,690,15881,1973,6827,14317,0,0,318,206661,96341,Personal Loan,641485,27,31423,Not_Eligible
34,Male,Married,High School,134589,Government,8,Medium,Rented,30569,1,3,14904,13473,5516,28524,14012,1,6504,356,452554,68227,Education,181892,19,15782,Not_Eligible
27,Female,Single,High School,96215,Government,29,Small,Own,0,3,0,13076,9391,6064,15674,11751,2,24322,456,78115,67417,Education,301565,43,13412,Not_Eligible
28,Female,Married,Post Graduate,49538,Government,4,Small,Own,0,2,2,5206,24336,9824,26098,14237,1,2285,468,156900,160075,Home Appliances,51496,26,500,Not_Eligible
41,Female,Married,Post Graduate,19359,Self-employed,4,Small,Rented,24795,5,1,17360,27281,2409,9956,14639,0,0,301,100296,132973,Personal Loan,867223,48,500,Not_Eligible
57,Male,Single,Graduate,188476,Private,39,Small,Own,0,6,2,3247,11446,3981,12066,11518,1,1052,309,424011,25376,Home Appliances,294440,6,50000,Not_Eligible
29,Female,Single,Graduate,67051,Private,6,Small,Own,0,3,2,5019,20427,6649,11612,8907,0,0,734,270026,150075,Education,213129,24,18530,Eligible
41,Female,Single,Graduate,70832,Private,35,Medium,Rented,48107,5,1,3090,29528,9459,12451,3066,1,2108,550,341888,83057,Education,291028,19,500,Not_Eligible
50,Female,Married,Graduate,140997,Self-employed,17,Small,Own,0,1,2,3725,356,2760,14252,12231,2,9866,410,459714,69766,Home Appliances,90893,32,50000,Not_Eligible
32,Female,Married,High School,62209,Private,12,Small,Rented,31298,5,1,14585,10943,7102,10335,2916,1,8318,536,97728,19512,Vehicle,410294,81,500,Not_Eligible
50,Male,Single,Post Graduate,84514,Government,3,Medium,Own,0,1,3,14070,22135,8854,24798,2778,2,8006,681,482214,199644,Home Appliances,30372,19,16222,High_Risk
36,Female,Married,Graduate,146565,Government,27,Medium,Rented,35560,5,3,12856,14930,6515,11131,13197,0,0,704,63247,10505,Personal Loan,628920,59,35594,Eligible
54,Male,Married,Post Graduate,125145,Self-employed,29,Small,Own,0,3,0,17216,23757,4555,14362,1716,2,25378,458,377145,199329,Home Appliances,234081,6,37873,Not_Eligible
45,Female,Married,High School,136443,Private,19,Small,Own,0,3,2,1396,14236,2727,26099,2128,1,11886,392,351362,12905,Personal Loan,761139,27,46420,Not_Eligible
44,Male,Married,High School,15864,Government,33,Small,Own,0,2,3,12409,1932,3236,14240,7665,0,0,828,412710,101067,Education,436952,39,500,Not_Eligible
31,Male,Single,Graduate,98490,Government,13,Small,Own,0,3,0,2300,13010,991,2294,8762,1,13005,647,79230,20950,Education,136378,21,37618,High_Risk
41,Female,Single,Graduate,102925,Self-employed,22,Large,Family,0,6,2,19114,12135,1944,2013,683,0,0,841,479953,98567,E-commerce,166009,23,50000,Eligible
55,Female,Married,Graduate,132003,Self-employed,11,Large,Own,0,5,3,12677,25369,4659,14209,5674,1,3027,468,397165,167146,E-commerce,124689,7,50000,Not_Eligible
25,Female,Single,High School,43019,Private,23,Medium,Family,0,3,0,15199,4420,1834,20159,3378,1,13694,361,55317,118010,Education,225313,40,500,Not_Eligible
52,Female,Married,Post Graduate,44506,Private,5,Medium,Rented,22222,2,2,11422,4658,596,28400,4530,0,0,510,278548,108735,E-commerce,123692,7,500,Not_Eligible
42,Female,Single,Post Graduate,156050,Private,19,Medium,Own,0,4,3,7673,4245,7081,5662,2713,2,11120,480,408636,23793,Vehicle,485567,26,50000,Not_Eligible
50,Male,Single,Post Graduate,139566,Self-employed,22,Medium,Rented,36051,5,1,13720,17030,1174,17194,10161,1,3052,696,238434,189478,Education,261116,25,30814,High_Risk
48,Male,Single,High School,165069,Private,22,Small,Own,0,2,0,16715,29867,1840,10090,7095,0,0,694,190453,75078,Vehicle,849324,80,50000,High_Risk
40,Male,Married,Graduate,65063,Government,18,Small,Own,0,5,1,3560,18558,6156,14612,14394,1,5013,339,137764,107600,E-commerce,133787,15,8312,Not_Eligible
36,Male,Single,Graduate,199557,Government,26,Medium,Family,0,6,1,17437,24489,9258,14394,124,2,18588,623,257968,179540,Education,214805,33,50000,High_Risk
47,Male,Single,Graduate,65474,Private,20,Medium,Own,0,6,2,14532,25537,7383,10746,11665,2,8698,488,491923,125742,Personal Loan,957618,12,9721,Not_Eligible
30,Female,Married,Graduate,135428,Private,11,Small,Own,0,4,1,1716,18018,808,2510,13646,1,13537,638,303758,146991,Home Appliances,117938,7,50000,High_Risk
46,Female,Single,High School,45003,Private,8,Small,Rented,22962,2,1,18722,18276,2095,4069,7292,2,24032,515,361084,36896,Personal Loan,243534,15,500,Not_Eligible
28,Female,Single,Graduate,184923,Self-employed,26,Small,Rented,33943,2,3,3604,7292,7534,16627,10491,0,0,596,389815,92016,Personal Loan,612696,52,50000,Not_Eligible
48,Male,Single,Graduate,76490,Private,38,Small,Own,0,5,2,12021,28801,7459,8285,6611,1,5837,694,389032,108116,Vehicle,1415172,29,23100,Not_Eligible
47,Female,Single,Graduate,163459,Private,30,Medium,Rented,18128,3,3,2592,23635,4215,11156,8926,0,0,461,200225,35146,Education,364734,20,50000,Not_Eligible
28,Female,Single,High School,76281,Government,26,Medium,Rented,47999,1,2,3922,26165,9523,4532,13615,2,15876,409,384356,77060,Personal Loan,350009,41,500,Not_Eligible
52,Female,Married,Graduate,161307,Private,37,Medium,Family,0,5,3,12860,29512,8941,3389,7953,2,28346,689,164023,166292,Home Appliances,210121,24,50000,High_Risk
39,Male,Single,Graduate,99023,Self-employed,36,Small,Family,0,1,0,13591,10462,7560,5547,8672,0,0,822,292008,186287,Education,94893,23,40207,Eligible
53,Male,Married,Graduate,26560,Private,20,Small,Own,0,6,3,13740,4312,7608,12563,14801,0,0,544,151226,164672,Education,178562,6,500,Not_Eligible
26,Female,Married,Graduate,50227,Private,4,Large,Own,0,3,3,6861,25798,7955,6578,7450,2,25024,849,469850,186785,E-commerce,17721,12,500,Not_Eligible
31,Male,Single,Graduate,141436,Private,26,Medium,Family,0,3,0,16405,14189,1910,8480,2597,1,3699,401,365076,199701,Home Appliances,48121,28,50000,Not_Eligible
42,Male,Single,Post Graduate,50706,Private,25,Small,Rented,49900,1,1,985,28755,7157,10457,10243,0,0,751,291911,39699,Personal Loan,103449,23,500,Not_Eligible
31,Male,Single,Graduate,65934,Private,11,Small,Own,0,2,1,17086,20835,9430,10157,10393,0,0,844,225753,171102,Education,493557,36,15937,Eligible
36,Female,Married,Graduate,115222,Government,34,Large,Own,0,6,1,6047,7716,2635,2308,3557,1,3929,465,260023,124026,Personal Loan,579521,12,50000,Not_Eligible
48,Female,Single,Professional,61814,Private,35,Medium,Family,0,4,3,12413,10644,639,5286,10931,0,0,381,389953,171778,Vehicle,142028,78,22816,Not_Eligible
30,Male,Married,Graduate,38842,Private,13,Large,Family,0,6,2,18112,18306,3928,28604,956,0,0,665,136855,127635,Home Appliances,243825,35,500,Not_Eligible
49,Male,Married,Post Graduate,130495,Private,19,Medium,Own,0,6,0,5109,11830,3061,20704,4800,0,0,779,414233,24989,E-commerce,163545,3,50000,Not_Eligible
28,Female,Married,Post Graduate,142446,Private,8,Medium,Rented,43307,1,2,8223,8454,9518,5467,12827,0,0,345,140868,112507,Education,412505,25,29986,Not_Eligible
31,Female,Married,High School,150614,Self-employed,7,Medium,Own,0,3,3,16567,6295,4736,9944,9263,2,12380,653,70808,152080,Vehicle,1063138,42,50000,High_Risk
46,Female,Married,Graduate,189631,Private,10,Small,Rented,18707,6,1,17294,19487,6782,12728,9109,2,20790,780,368442,24866,Vehicle,1103832,73,50000,Eligible
53,Male,Single,Graduate,38031,Self-employed,14,Medium,Family,0,3,3,4704,1055,9829,27359,9314,2,18738,317,354175,100903,Education,488533,29,500,Not_Eligible
31,Female,Married,Professional,93957,Private,11,Medium,Rented,25274,4,2,10173,2809,7996,26627,2473,0,0,584,167384,130803,E-commerce,63012,16,8956,Not_Eligible
35,Male,Single,Graduate,58289,Private,6,Small,Rented,24425,4,3,6666,1276,7616,23572,14420,0,0,342,324386,92856,Home Appliances,159961,12,500,Not_Eligible
58,Female,Married,High School,181705,Private,18,Large,Own,0,5,3,10340,22026,9703,4984,4471,0,0,397,364356,159817,Education,376052,9,50000,Not_Eligible
60,Male,Married,Graduate,114862,Private,25,Small,Own,0,6,0,7583,879,7044,15734,11797,1,3953,567,393917,25396,Home Appliances,132888,27,37353,Not_Eligible
45,Male,Married,High School,33188,Government,13,Small,Family,0,6,3,104,12595,2698,15541,14849,0,0,480,476354,69045,Education,464475,32,500,Not_Eligible
41,Male,Single,Post Graduate,143048,Private,21,Small,Rented,49302,4,0,18491,3639,7405,19851,3614,0,0,346,427179,190259,Education,490669,41,23986,Not_Eligible
37,Male,Married,Graduate,22947,Private,11,Large,Family,0,4,3,12742,17619,3556,25654,9516,2,5960,741,219654,102910,E-commerce,54871,21,500,Not_Eligible
47,Female,Married,Post Graduate,65722,Private,28,Large,Rented,6151,3,3,9233,1032,3644,10987,635,1,1440,411,115119,36198,Vehicle,557351,58,20804,Not_Eligible
46,Male,Married,Post Graduate,148453,Private,26,Medium,Rented,18923,1,1,2156,775,6626,17595,9542,2,15636,779,48662,23265,Personal Loan,240779,38,35308,Eligible
35,Male,Married,Graduate,108611,Self-employed,39,Large,Own,0,5,0,1425,12330,3497,9386,6615,0,0,397,286902,118633,Vehicle,1044848,78,47173,Not_Eligible
25,Male,Single,Graduate,155789,Self-employed,2,Large,Rented,35455,1,1,9575,20863,731,7889,1082,2,16306,586,333273,186138,Home Appliances,284154,30,44217,Not_Eligible
30,Female,Single,Post Graduate,120670,Private,34,Large,Own,0,5,1,12982,3288,9996,10773,10080,2,6516,700,345441,9832,E-commerce,116155,22,41419,High_Risk
59,Female,Married,Post Graduate,170966,Government,13,Large,Rented,11118,3,2,5206,14880,5927,22595,14535,2,23654,564,4761,21907,E-commerce,30151,24,41260,Not_Eligible
40,Female,Single,Post Graduate,119075,Government,2,Small,Rented,26971,5,0,14888,24310,6865,14259,1246,1,6344,529,350678,75045,E-commerce,48738,11,27702,Not_Eligible
42,Female,Single,High School,25511,Private,28,Medium,Own,0,6,0,7848,18758,8183,21078,13392,2,21876,713,393502,41675,Home Appliances,274123,28,500,Not_Eligible
41,Female,Single,Graduate,28183,Government,7,Medium,Rented,17129,4,1,221,22509,6528,21352,12653,1,3829,306,360878,24215,Home Appliances,257944,27,500,Not_Eligible
53,Female,Single,Graduate,158728,Private,7,Medium,Own,0,4,3,10742,9470,6299,12141,8217,1,13769,755,262827,59695,Education,320486,13,50000,Eligible
27,Male,Married,Post Graduate,22141,Government,40,Small,Own,0,3,1,3621,28261,8023,28742,13521,0,0,680,7586,128561,Vehicle,1494628,58,500,Not_Eligible
27,Female,Married,Graduate,84660,Self-employed,9,Medium,Rented,12030,3,1,289,4374,3306,3296,4641,0,0,721,244866,165158,E-commerce,136961,12,31118,Eligible
34,Female,Single,Graduate,17979,Private,22,Large,Own,0,1,0,2602,18159,8371,27114,10801,2,12562,531,322374,61278,E-commerce,190890,12,500,Not_Eligible
42,Female,Married,High School,71117,Government,8,Small,Rented,23991,1,1,5691,13063,7379,2220,10471,0,0,511,284721,140131,E-commerce,46167,6,8982,Not_Eligible
49,Male,Married,Graduate,125100,Self-employed,5,Large,Own,0,5,1,10297,952,2230,12706,8707,0,0,615,287292,164629,Home Appliances,215555,29,50000,High_Risk
42,Female,Married,Post Graduate,47009,Private,0,Small,Rented,37080,6,1,19793,28320,1887,25111,12501,0,0,653,258204,1402,Personal Loan,245683,46,500,Not_Eligible
40,Male,Married,Graduate,101228,Private,0,Small,Family,0,1,1,4366,21068,8857,21159,13145,1,2375,809,276011,170566,E-commerce,199542,14,24812,Eligible
58,Male,Married,High School,199263,Self-employed,19,Small,Own,0,2,1,1148,6834,9001,11003,11792,2,13344,772,161888,36712,Vehicle,1458073,23,50000,Not_Eligible
30,Female,Single,Post Graduate,28041,Self-employed,17,Medium,Own,0,4,2,3825,1570,9940,26797,8826,0,0,329,302481,137011,Vehicle,652146,52,500,Not_Eligible
45,Male,Single,Post Graduate,26777,Private,1,Medium,Family,0,5,1,6388,20275,1458,5857,14656,0,0,383,140754,150030,E-commerce,78023,5,500,Not_Eligible
44,Male,Married,High School,65181,Private,14,Small,Own,0,5,3,4105,16353,9009,20780,8333,2,5862,821,245739,169059,E-commerce,97067,10,5712,Not_Eligible
42,Female,Married,Graduate,167997,Private,11,Medium,Family,0,5,2,6428,1495,8704,16519,9553,0,0,513,207649,80767,Home Appliances,77067,17,50000,Not_Eligible
54,Male,Married,Professional,90072,Private,23,Small,Own,0,1,2,19382,29583,7792,7800,2832,1,3868,619,357102,131903,E-commerce,89426,22,34835,High_Risk
34,Female,Married,Post Graduate,133307,Private,40,Medium,Family,0,2,2,7588,21543,5229,27784,4818,2,7080,331,447455,5242,Personal Loan,516943,32,43214,Not_Eligible
59,Male,Married,Graduate,21266,Private,28,Large,Family,0,3,3,12694,13880,5331,23434,13571,1,6139,357,316635,89383,Education,225147,31,500,Not_Eligible
36,Male,Single,Graduate,150990,Private,37,Medium,Family,0,1,1,13696,7153,4572,2237,7469,0,0,525,67685,192784,Personal Loan,311811,54,50000,Not_Eligible
44,Female,Single,Graduate,27473,Private,7,Medium,Rented,20745,3,3,2602,8131,777,4431,7669,2,13186,695,333753,31706,Personal Loan,447807,32,500,Not_Eligible
43,Female,Single,High School,146668,Private,8,Medium,Own,0,3,0,4955,13545,5256,3572,12245,0,0,725,162382,30246,Personal Loan,110680,55,50000,Eligible
55,Male,Single,Post Graduate,42365,Private,30,Large,Family,0,6,0,8314,1714,2753,13631,4891,0,0,792,24748,140026,Education,262019,11,8831,Not_Eligible
40,Female,Single,High School,173811,Government,12,Small,Own,0,2,3,9205,11032,2402,13677,3980,0,0,408,96150,102093,E-commerce,42569,11,50000,Not_Eligible
35,Female,Married,High School,69784,Private,34,Small,Rented,18808,6,3,263,6523,1031,22272,133,1,6652,411,499685,90989,Education,401231,10,4851,Not_Eligible
25,Male,Single,Post Graduate,49001,Private,19,Small,Family,0,5,0,12897,3385,4848,20927,3471,2,25352,598,213568,49663,Vehicle,251141,52,500,Not_Eligible
38,Female,Single,Post Graduate,77290,Private,8,Medium,Rented,14441,5,2,6014,3777,954,2422,7681,1,9092,601,100860,34254,Vehicle,788591,81,19069,High_Risk
54,Male,Married,Post Graduate,15152,Private,34,Medium,Own,0,5,2,6446,10367,8573,15331,10873,0,0,320,66749,147494,Personal Loan,764412,44,500,Not_Eligible
25,Female,Married,Graduate,45547,Private,22,Medium,Own,0,6,0,12060,11478,8951,23974,4937,1,11494,546,325165,71552,Vehicle,556957,57,500,Not_Eligible
57,Female,Single,Graduate,125728,Private,32,Small,Rented,38062,2,2,18976,10504,8109,27132,6666,0,0,794,380398,155345,Home Appliances,183624,14,14429,Eligible
44,Female,Married,Graduate,70644,Private,18,Small,Own,0,3,2,17300,20699,3359,10180,3325,1,14287,390,176571,88668,E-commerce,80466,23,17754,Not_Eligible
30,Female,Married,Graduate,80464,Private,5,Medium,Rented,49967,4,2,19594,15663,2049,3234,12249,0,0,751,51733,79444,E-commerce,112221,13,500,Not_Eligible
35,Male,Married,Graduate,164338,Private,27,Large,Own,0,6,2,8270,5781,5294,6280,7873,2,8048,546,177334,46024,E-commerce,161364,8,50000,Not_Eligible
44,Male,Married,Graduate,37900,Private,5,Small,Family,0,1,3,2393,29171,6898,11524,2155,2,17764,588,332631,131690,Home Appliances,81490,36,500,Not_Eligible
36,Male,Single,Graduate,88240,Self-employed,27,Small,Own,0,3,0,4319,21903,695,14409,9144,2,23662,653,56995,56929,Personal Loan,813110,32,15877,Not_Eligible
28,Female,Married,Post Graduate,49435,Government,17,Small,Own,0,2,2,6876,14100,8640,11838,5035,0,0,688,133855,181815,Home Appliances,284957,17,9824,Not_Eligible
48,Female,Single,Professional,104327,Private,32,Medium,Rented,11425,2,1,6005,1475,4666,4535,12977,0,0,651,1002,81667,Vehicle,1038796,14,34901,Not_Eligible
49,Male,Married,High School,76373,Private,35,Small,Family,0,5,3,4159,27433,8288,11523,4021,0,0,357,236095,162962,E-commerce,142546,6,26086,Not_Eligible
29,Female,Married,Graduate,23552,Private,16,Small,Family,0,2,1,3017,22336,1240,10117,12971,2,26766,462,85270,93990,Vehicle,422743,71,500,Not_Eligible
35,Female,Single,High School,27993,Private,36,Medium,Rented,43512,5,3,3735,13847,4543,15655,10468,2,11370,765,99994,82979,Education,142490,26,500,Not_Eligible
33,Female,Single,Graduate,172682,Private,4,Small,Own,0,6,2,13166,4852,4854,4216,2030,0,0,322,56500,90639,Home Appliances,277779,35,50000,Not_Eligible
48,Male,Married,Graduate,25528,Private,4,Small,Own,0,5,0,9820,3226,956,24136,11390,2,20340,694,365112,88295,Vehicle,710442,18,500,Not_Eligible
51,Female,Married,High School,159802,Private,40,Small,Own,0,2,3,751,8696,7221,13676,10809,1,10289,586,244750,95796,Education,179116,32,50000,Not_Eligible
51,Female,Single,Post Graduate,184465,Private,23,Large,Own,0,1,0,11277,6904,9347,10901,6840,0,0,366,474138,177376,Personal Loan,370129,47,50000,Not_Eligible
58,Male,Married,Graduate,101175,Private,18,Medium,Own,0,3,1,16847,6279,5636,27383,2410,0,0,367,197519,140616,Home Appliances,297902,25,31857,Not_Eligible
52,Male,Married,Post Graduate,72739,Government,6,Small,Own,0,4,1,8513,12225,4261,22846,7170,0,0,840,110872,6874,E-commerce,128717,14,16739,Eligible
36,Male,Married,High School,158619,Government,11,Small,Rented,49632,5,2,6372,1397,6543,5831,9129,2,26880,317,102046,11644,Education,133922,30,20216,Not_Eligible
28,Male,Married,High School,196713,Private,28,Medium,Own,0,3,1,5451,9761,3929,6101,1980,0,0,312,476577,4562,Personal Loan,935294,45,50000,Not_Eligible
47,Female,Single,Graduate,37279,Private,33,Large,Family,0,2,2,7588,26131,3918,2059,5116,0,0,309,294861,138184,E-commerce,152929,21,13111,Not_Eligible
57,Female,Married,High School,193408,Private,37,Small,Rented,25218,6,2,5572,25975,7716,17700,10528,2,13682,646,162637,41159,Vehicle,630220,36,50000,High_Risk
60,Female,Single,Graduate,189592,Government,16,Small,Own,0,6,0,18485,252,6114,11932,8293,0,0,810,327083,77057,Education,486463,25,50000,Eligible
33,Male,Married,Professional,41375,Private,18,Small,Rented,30683,4,0,19843,20360,3008,12502,14885,0,0,394,278924,165525,Education,380133,33,500,Not_Eligible
33,Female,Single,Graduate,25126,Private,6,Medium,Family,0,5,1,6866,29733,4371,16263,3251,2,26218,738,57394,26358,E-commerce,33481,9,500,Not_Eligible
26,Male,Married,High School,147261,Private,3,Large,Own,0,6,0,18474,17349,8430,17098,11669,2,12858,696,350795,30642,Vehicle,543216,25,47427,High_Risk
30,Female,Single,Graduate,29368,Self-employed,17,Medium,Own,0,3,3,17072,11710,5523,2027,6382,1,3358,426,59593,15888,Education,400577,47,4343,Not_Eligible
44,Male,Single,Graduate,126149,Private,23,Small,Rented,46928,1,1,1518,14737,1222,5017,3346,2,22194,338,99634,57056,Personal Loan,967948,21,15548,Not_Eligible
44,Male,Married,Graduate,26979,Private,4,Medium,Own,0,4,1,9817,6397,8642,24097,14268,2,23254,568,356663,17922,Vehicle,718311,28,500,Not_Eligible
38,Female,Married,Graduate,142770,Private,16,Medium,Family,0,3,2,13131,11918,7537,28697,9347,1,10176,344,222382,125814,Home Appliances,37501,25,40921,Not_Eligible
